"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","name","alpha_2","alpha_3","country_code","iso_3166_2","region","sub_region","intermediate_region","region_code","sub_region_code","intermediate_region_code","Country","Value","COMPARABLE_SALARY"
"2023","EX","FT","Data Scientist","145000","USD","145000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","145000"
"2023","MI","FT","Data Engineer","140000","USD","140000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","140000"
"2023","MI","FT","Data Engineer","95000","USD","95000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","95000"
"2023","SE","FT","Data Analyst","185000","USD","185000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185000"
"2023","SE","FT","Data Analyst","120250","USD","120250","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","120250"
"2023","MI","FT","Financial Data Analyst","130000","USD","130000","US","100","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2023","SE","FT","Data Scientist","205000","USD","205000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","205000"
"2023","SE","FT","Data Scientist","140000","USD","140000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","140000"
"2023","SE","FT","Data Scientist","297300","USD","297300","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","297300"
"2023","SE","FT","Data Scientist","198200","USD","198200","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","198200"
"2023","SE","FT","Research Scientist","141288","USD","141288","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","141288"
"2023","SE","FT","Research Scientist","94192","USD","94192","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","94192"
"2023","SE","FT","Data Infrastructure Engineer","184000","USD","184000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","184000"
"2023","SE","FT","Data Infrastructure Engineer","143000","USD","143000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","143000"
"2023","SE","FT","Data Analyst","70000","USD","70000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","SE","FT","Data Analyst","55000","USD","55000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","55000"
"2023","SE","FT","Analytics Engineer","275300","USD","275300","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","275300"
"2023","SE","FT","Analytics Engineer","183500","USD","183500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","183500"
"2023","MI","FT","Data Analyst","75000","USD","75000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","75000"
"2023","MI","FT","Data Analyst","65000","USD","65000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","65000"
"2023","MI","FT","ML Engineer","160000","USD","160000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","160000"
"2023","MI","FT","ML Engineer","147000","USD","147000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","147000"
"2023","SE","FT","Data Architect","149040","USD","149040","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","149040"
"2023","SE","FT","Data Architect","113900","USD","113900","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","113900"
"2023","MI","FT","Software Data Engineer","100000","SGD","75020","SG","100","SG","L","Singapore","SG","SGP","702","ISO 3166-2:SG","Asia","South-eastern Asia","","142","035","","Singapore","0.61","122984"
"2023","SE","FT","Data Analyst","180180","USD","180180","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","180180"
"2023","SE","FT","Data Analyst","106020","USD","106020","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","106020"
"2023","MI","FT","Data Scientist","1400000","INR","17022","IN","100","IN","L","India","IN","IND","356","ISO 3166-2:IN","Asia","Southern Asia","","142","034","","India","0.3","56740"
"2023","EN","FT","AI Programmer","70000","USD","70000","IN","0","AU","L","Australia","AU","AUS","036","ISO 3166-2:AU","Oceania","Australia and New Zealand","","009","053","","Australia","0.97","72165"
"2023","EN","FT","AI Developer","80000","USD","80000","SE","50","SE","M","Sweden","SE","SWE","752","ISO 3166-2:SE","Europe","Northern Europe","","150","154","","Sweden","0.95","84211"
"2023","MI","FT","Lead Data Analyst","1500000","INR","18238","IN","50","IN","L","India","IN","IND","356","ISO 3166-2:IN","Asia","Southern Asia","","142","034","","India","0.3","60793"
"2023","MI","FT","Machine Learning Engineer","250000","USD","250000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","250000"
"2023","MI","FT","Machine Learning Engineer","150000","USD","150000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","SE","FT","Data Engineer","139500","USD","139500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","139500"
"2023","SE","FT","Data Engineer","109400","USD","109400","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","109400"
"2023","SE","FT","Data Scientist","105000","USD","105000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","105000"
"2023","SE","FT","Data Scientist","70000","USD","70000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","EX","FT","Data Engineer","210914","USD","210914","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","210914"
"2023","EX","FT","Data Engineer","116704","USD","116704","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","116704"
"2023","EN","FT","Research Scientist","150000","USD","150000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","EN","FT","Research Scientist","100000","USD","100000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","100000"
"2023","SE","FT","Data Engineer","146000","USD","146000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","146000"
"2023","SE","FT","Data Engineer","75000","USD","75000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","75000"
"2023","EN","FT","Data Analyst","75000","USD","75000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","75000"
"2023","EN","FT","Data Analyst","60000","USD","60000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","60000"
"2023","MI","FT","Analytics Engineer","185700","USD","185700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185700"
"2023","MI","FT","Analytics Engineer","165000","USD","165000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","165000"
"2023","SE","FT","Data Engineer","160000","USD","160000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","160000"
"2023","SE","FT","Data Engineer","130000","USD","130000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2023","SE","FT","Data Analyst","169000","USD","169000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","169000"
"2023","SE","FT","Data Analyst","110600","USD","110600","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","110600"
"2023","SE","FT","Data Operations Engineer","193000","USD","193000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","193000"
"2023","SE","FT","Data Operations Engineer","136850","USD","136850","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","136850"
"2023","SE","FT","Machine Learning Engineer","139500","USD","139500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","139500"
"2023","SE","FT","Machine Learning Engineer","109400","USD","109400","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","109400"
"2023","SE","FT","Data Engineer","276000","USD","276000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","276000"
"2023","SE","FT","Data Engineer","178500","USD","178500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","178500"
"2023","MI","FT","Data Scientist","55000","EUR","59020","ES","0","ES","M","Spain","ES","ESP","724","ISO 3166-2:ES","Europe","Southern Europe","","150","039","","Spain","0.72","81972"
"2023","MI","FT","Data Scientist","45000","EUR","48289","ES","0","ES","M","Spain","ES","ESP","724","ISO 3166-2:ES","Europe","Southern Europe","","150","039","","Spain","0.72","67068"
"2023","MI","FT","Data Engineer","70000","EUR","75116","SI","100","SI","M","Slovenia","SI","SVN","705","ISO 3166-2:SI","Europe","Southern Europe","","150","039","","Slovenia","0.64","117369"
"2023","MI","FT","Data Engineer","45000","EUR","48289","SI","100","SI","M","Slovenia","SI","SVN","705","ISO 3166-2:SI","Europe","Southern Europe","","150","039","","Slovenia","0.64","75452"
"2023","SE","FT","Machine Learning Engineer","161000","GBP","195652","GB","0","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","222332"
"2023","SE","FT","Machine Learning Engineer","83300","GBP","101228","GB","0","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","115032"
"2023","SE","FT","Data Engineer","112700","GBP","136956","GB","0","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","155632"
"2023","SE","FT","Data Engineer","83300","GBP","101228","GB","0","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","115032"
"2023","SE","FT","Data Engineer","252000","USD","252000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","252000"
"2023","SE","FT","Data Engineer","129000","USD","129000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","129000"
"2022","SE","FT","BI Developer","130000","USD","130000","US","100","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2021","MI","FT","Data Science Lead","150000","USD","150000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","SE","FT","Data Engineer","163800","USD","163800","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","163800"
"2023","SE","FT","Data Engineer","126000","USD","126000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","126000"
"2023","SE","FT","ML Engineer","260000","USD","260000","CA","100","CA","M","Canada","CA","CAN","124","ISO 3166-2:CA","Americas","Northern America","","019","021","","Canada","0.93","279570"
"2023","SE","FT","ML Engineer","110000","USD","110000","CA","100","CA","M","Canada","CA","CAN","124","ISO 3166-2:CA","Americas","Northern America","","019","021","","Canada","0.93","118280"
"2023","SE","FT","Analytics Engineer","170000","USD","170000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","170000"
"2023","SE","FT","Analytics Engineer","130000","USD","130000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2023","SE","FT","Machine Learning Engineer","247500","USD","247500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","247500"
"2023","SE","FT","Machine Learning Engineer","172200","USD","172200","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","172200"
"2023","SE","FT","Data Scientist","239748","USD","239748","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","239748"
"2023","SE","FT","Data Scientist","159832","USD","159832","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","159832"
"2023","SE","FT","Machine Learning Engineer","163800","USD","163800","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","163800"
"2023","SE","FT","Machine Learning Engineer","126000","USD","126000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","126000"
"2023","MI","FT","Data Scientist","128750","USD","128750","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","128750"
"2023","MI","FT","Data Scientist","106250","USD","106250","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","106250"
"2023","SE","FT","Data Engineer","252000","USD","252000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","252000"
"2023","SE","FT","Data Engineer","129000","USD","129000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","129000"
"2023","SE","FT","Data Science Manager","299500","USD","299500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","299500"
"2023","SE","FT","Data Science Manager","245100","USD","245100","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","245100"
"2023","MI","FT","Data Analytics Manager","155000","USD","155000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","155000"
"2023","MI","FT","Data Analytics Manager","140000","USD","140000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","140000"
"2023","EX","FT","Data Engineer","167500","USD","167500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","167500"
"2023","EX","FT","Data Engineer","106500","USD","106500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","106500"
"2023","SE","FT","Data Architect","188500","USD","188500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","188500"
"2023","SE","FT","Data Architect","117000","USD","117000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","117000"
"2023","SE","FT","Data Analyst","250000","USD","250000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","250000"
"2023","SE","FT","Data Analyst","138000","USD","138000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","138000"
"2023","MI","FT","Data Analyst","130000","USD","130000","CA","100","CA","M","Canada","CA","CAN","124","ISO 3166-2:CA","Americas","Northern America","","019","021","","Canada","0.93","139785"
"2023","MI","FT","Data Analyst","100000","USD","100000","CA","100","CA","M","Canada","CA","CAN","124","ISO 3166-2:CA","Americas","Northern America","","019","021","","Canada","0.93","107527"
"2023","SE","FT","Deep Learning Researcher","115000","EUR","123405","DE","0","DE","L","Germany","DE","DEU","276","ISO 3166-2:DE","Europe","Western Europe","","150","155","","Germany","0.84","146911"
"2023","SE","FT","Data Engineer","140000","USD","140000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","140000"
"2023","SE","FT","Data Engineer","120000","USD","120000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","120000"
"2023","SE","FT","BI Analyst","160000","USD","160000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","160000"
"2023","SE","FT","BI Analyst","135000","USD","135000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","135000"
"2023","MI","FT","Data Science Manager","104500","USD","104500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","104500"
"2023","MI","FT","Data Science Manager","70000","USD","70000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","MI","FT","Data Science Consultant","90000","USD","90000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","90000"
"2023","MI","FT","Data Science Consultant","70000","USD","70000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","SE","FT","Data Engineer","153600","USD","153600","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","153600"
"2023","SE","FT","Data Engineer","106800","USD","106800","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","106800"
"2023","EN","FT","Data Engineer","125000","USD","125000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","125000"
"2023","EN","FT","Data Engineer","90000","USD","90000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","90000"
"2023","MI","FT","Research Scientist","185000","USD","185000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185000"
"2023","MI","FT","Research Scientist","125000","USD","125000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","125000"
"2023","SE","FT","Data Analyst","127000","USD","127000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","127000"
"2023","SE","FT","Data Analyst","94000","USD","94000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","94000"
"2023","SE","FT","Data Scientist","210550","USD","210550","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","210550"
"2023","SE","FT","Data Scientist","153300","USD","153300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","153300"
"2023","MI","FT","Data Scientist","200000","USD","200000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","200000"
"2023","MI","FT","Data Scientist","150000","USD","150000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","SE","FT","Data Analyst","161500","USD","161500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","161500"
"2023","SE","FT","Data Analyst","119500","USD","119500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","119500"
"2023","SE","FT","Data Analyst","175000","USD","175000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","175000"
"2023","SE","FT","Data Analyst","145000","USD","145000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","145000"
"2023","SE","FT","Data Scientist","175000","USD","175000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","175000"
"2023","SE","FT","Data Scientist","148750","USD","148750","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","148750"
"2023","SE","FT","Data Analytics Specialist","105000","USD","105000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","105000"
"2023","SE","FT","Data Analytics Specialist","85000","USD","85000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","85000"
"2023","SE","FT","Research Scientist","215000","USD","215000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","215000"
"2023","SE","FT","Research Scientist","146300","USD","146300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","146300"
"2023","EN","FT","AI Developer","200000","EUR","214618","DE","100","DE","L","Germany","DE","DEU","276","ISO 3166-2:DE","Europe","Western Europe","","150","155","","Germany","0.84","255498"
"2023","MI","FT","Data Engineer","72000","USD","72000","MX","100","MX","M","Mexico","MX","MEX","484","ISO 3166-2:MX","Americas","Latin America and the Caribbean","Central America","019","419","013","Mexico","0.45","160000"
"2023","MI","FT","Data Engineer","60000","USD","60000","MX","100","MX","M","Mexico","MX","MEX","484","ISO 3166-2:MX","Americas","Latin America and the Caribbean","Central America","019","419","013","Mexico","0.45","133333"
"2023","SE","FT","Machine Learning Engineer","153400","USD","153400","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","153400"
"2023","SE","FT","Machine Learning Engineer","122700","USD","122700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","122700"
"2023","MI","FT","Data Engineer","260000","USD","260000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","260000"
"2023","MI","FT","Data Engineer","175000","USD","175000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","175000"
"2023","SE","FT","Data Scientist","186300","USD","186300","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","186300"
"2023","SE","FT","Data Scientist","123900","USD","123900","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","123900"
"2023","MI","FT","Research Scientist","340000","USD","340000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","340000"
"2023","MI","FT","Research Scientist","150000","USD","150000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","SE","FT","Machine Learning Engineer","153400","USD","153400","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","153400"
"2023","SE","FT","Machine Learning Engineer","122700","USD","122700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","122700"
"2023","MI","FT","Data Engineer","250000","USD","250000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","250000"
"2023","MI","FT","Data Engineer","175000","USD","175000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","175000"
"2023","MI","FT","Data Scientist","60000","EUR","64385","FR","50","FR","M","France","FR","FRA","250","ISO 3166-2:FR","Europe","Western Europe","","150","155","","France","0.83","77572"
"2023","SE","FT","Data Analyst","185900","USD","185900","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185900"
"2023","SE","FT","Data Analyst","121700","USD","121700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","121700"
"2023","SE","FT","Data Analyst","153600","USD","153600","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","153600"
"2023","SE","FT","Data Analyst","106800","USD","106800","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","106800"
"2023","SE","FL","Software Data Engineer","50000","USD","50000","NG","50","AU","M","Australia","AU","AUS","036","ISO 3166-2:AU","Oceania","Australia and New Zealand","","009","053","","Australia","0.97","51546"
"2023","EN","FT","Data Analyst","100000","USD","100000","UZ","100","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","100000"
"2023","SE","FT","Machine Learning Engineer","247500","USD","247500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","247500"
"2023","SE","FT","Machine Learning Engineer","172200","USD","172200","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","172200"
"2023","EX","FT","Data Engineer","310000","USD","310000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","310000"
"2023","EX","FT","Data Engineer","239000","USD","239000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","239000"
"2023","SE","FT","Data Analyst","125000","USD","125000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","125000"
"2023","SE","FT","Data Analyst","110000","USD","110000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","110000"
"2023","EN","FT","Data Analyst","150000","USD","150000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","EN","FT","Data Analyst","100000","USD","100000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","100000"
"2023","SE","FT","Data Scientist","149076","USD","149076","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","149076"
"2023","SE","FT","Data Scientist","82365","USD","82365","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","82365"
"2023","MI","FT","Data Engineer","146000","USD","146000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","146000"
